Name,Sex,Team,NOC,Year,City,Sport,Event,Medal
Ernest Payne,M,Great Britain,GBR,1908,London,Cycling,Cycling Men's Sprint,No medal
Ernest Payne,M,Great Britain,GBR,1908,London,Cycling,Cycling Men's Sprint,No medal
Charles Pears,M,Great Britain,GBR,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Paintings",No medal
Charles Pears,M,Great Britain,GBR,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Paintings",No medal
Hans Pedersen,M,Denmark,DEN,1912,Stockholm,Gymnastics,"Gymnastics Men's Team All-Around, Swedish System",Silver
Hans Pedersen,M,Denmark,DEN,1912,Stockholm,Gymnastics,"Gymnastics Men's Team All-Around, Swedish System",Silver
Georges Perrin,M,France,FRA,1908,London,Cycling,Cycling Men's Sprint,No medal
Georges Perrin,M,France,FRA,1908,London,Cycling,Cycling Men's Sprint,No medal
Poul Petersen,M,Denmark,DEN,1952,Helsinki,Football,Football Men's Football,No medal
Poul Petersen,M,Denmark,DEN,1952,Helsinki,Football,Football Men's Football,No medal
Willi Petzold,M,Germany,GER,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Willi Petzold,M,Germany,GER,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Wilhelm Pfeil,M,Germany,GER,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Applied Arts",No medal
Wilhelm Pfeil,M,Germany,GER,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Applied Arts",No medal
Herman Pick,M,Belgium,BEL,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Sculpturing, Statues",No medal
Herman Pick,M,Belgium,BEL,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Sculpturing, Statues",No medal
Georges Pilley,M,France,FRA,1924,Paris,Art Competitions,Art Competitions Mixed Painting,No medal
Georges Pilley,M,France,FRA,1924,Paris,Art Competitions,Art Competitions Mixed Painting,No medal
Henri Pinguenet,M,France,FRA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Henri Pinguenet,M,France,FRA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Otto Placzek,M,Germany,GER,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
Otto Placzek,M,Germany,GER,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
Otto Placzek,M,Germany,GER,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
Andr Planson,M,France,FRA,1924,Paris,Art Competitions,Art Competitions Mixed Painting,No medal
Andr Planson,M,France,FRA,1924,Paris,Art Competitions,Art Competitions Mixed Painting,No medal
Andr Planson,M,France,FRA,1924,Paris,Art Competitions,Art Competitions Mixed Painting,No medal
Pierre-Amde Plasait,M,France,FRA,1924,Paris,Art Competitions,Art Competitions Mixed Sculpturing,No medal
Pierre-Amde Plasait,M,France,FRA,1924,Paris,Art Competitions,Art Competitions Mixed Sculpturing,No medal
Pierre-Amde Plasait,M,France,FRA,1924,Paris,Art Competitions,Art Competitions Mixed Sculpturing,No medal
Pierre-Amde Plasait,M,France,FRA,1924,Paris,Art Competitions,Art Competitions Mixed Sculpturing,No medal
Pierre-Amde Plasait,M,France,FRA,1924,Paris,Art Competitions,Art Competitions Mixed Sculpturing,No medal
John Platt,M,Great Britain,GBR,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Graphic Arts",No medal
John Platt,M,Great Britain,GBR,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Graphic Arts",No medal
John Platt,M,Great Britain,GBR,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Graphic Arts",No medal
John Platt,M,Great Britain,GBR,1948,London,Art Competitions,"Art Competitions Mixed Painting, Paintings",No medal
John Platt,M,Great Britain,GBR,1948,London,Art Competitions,"Art Competitions Mixed Painting, Paintings",No medal
John Platt,M,Great Britain,GBR,1948,London,Art Competitions,"Art Competitions Mixed Painting, Paintings",No medal
Emil Pohle,M,Germany,GER,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",No medal
Emil Pohle,M,Germany,GER,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",No medal
Emil Pohle,M,Germany,GER,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",No medal
Emil Pohle,M,Germany,GER,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",No medal
Henry Poore,M,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Henry Poore,M,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Henry Poore,M,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Henry Poore,M,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Georges Pottier,M,Sidi-Fekkar-14,FRA,1900,Paris,Sailing,Sailing Mixed 0.5-1 Ton,No medal
Georges Pottier,M,Sidi-Fekkar-14,FRA,1900,Paris,Sailing,Sailing Mixed 0.5-1 Ton,No medal
Andr Poulain,M,France,FRA,1908,London,Cycling,Cycling Men's Sprint,No medal
Andr Poulain,M,France,FRA,1908,London,Cycling,Cycling Men's Sprint,No medal
Enrico Prampolini,M,Italy,ITA,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Enrico Prampolini,M,Italy,ITA,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Gerald Pryse,M,Great Britain,GBR,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Graphic Arts",No medal
Gerald Pryse,M,Great Britain,GBR,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Graphic Arts",No medal
Gerald Pryse,M,Great Britain,GBR,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Gerald Pryse,M,Great Britain,GBR,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Kazimierz Przerwa-tetmajer,M,Poland,POL,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Literature, Lyric Works",No medal
Kazimierz Przerwa-tetmajer,M,Poland,POL,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Literature, Lyric Works",No medal
Earl Purdy,M,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Earl Purdy,M,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Earl Purdy,M,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Thomas Purvis,M,Great Britain,GBR,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Drawings And Water Colors",No medal
Thomas Purvis,M,Great Britain,GBR,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Drawings And Water Colors",No medal
Thomas Purvis,M,Great Britain,GBR,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Drawings And Water Colors",No medal
Thomas Purvis,M,Great Britain,GBR,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Drawings And Water Colors",No medal
Thomas Purvis,M,Great Britain,GBR,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Drawings And Water Colors",No medal
Thomas Purvis,M,Great Britain,GBR,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Thomas Purvis,M,Great Britain,GBR,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Thomas Purvis,M,Great Britain,GBR,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Thomas Purvis,M,Great Britain,GBR,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Thomas Purvis,M,Great Britain,GBR,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Brenda Putnam,F,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
Brenda Putnam,F,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
Brenda Putnam,F,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
James Quinn,M,Australia,AUS,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
James Quinn,M,Australia,AUS,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Jos Sequeira,M,Nicaragua,NCA,1996,Atlanta,Baseball,Baseball Men's Baseball,No medal
Camille Ravot,M,France,FRA,1924,Paris,Art Competitions,Art Competitions Mixed Sculpturing,No medal
Camille Ravot,M,France,FRA,1924,Paris,Art Competitions,Art Competitions Mixed Sculpturing,No medal
Louis-Martin Rey,M,France,FRA,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",No medal
Louis-Martin Rey,M,France,FRA,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",No medal
Louis-Martin Rey,M,France,FRA,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",No medal
Louis-Martin Rey,M,France,FRA,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",No medal
Louis-Martin Rey,M,France,FRA,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",No medal
Louis-Martin Rey,M,France,FRA,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",No medal
Frank Reynolds,M,Great Britain,GBR,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Drawings And Water Colors",No medal
Frank Reynolds,M,Great Britain,GBR,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Drawings And Water Colors",No medal
Mimma Bava,F,Italy,ITA,1948,London,Art Competitions,"Art Competitions Mixed Painting, Paintings",No medal
Mimma Bava,F,Italy,ITA,1948,London,Art Competitions,"Art Competitions Mixed Painting, Paintings",No medal
Mimma Bava,F,Italy,ITA,1948,London,Art Competitions,"Art Competitions Mixed Painting, Paintings",No medal
Mimma Bava,F,Italy,ITA,1948,London,Art Competitions,"Art Competitions Mixed Painting, Paintings",No medal
Paul Richer,M,France,FRA,1924,Paris,Art Competitions,Art Competitions Mixed Sculpturing,No medal
Paul Richer,M,France,FRA,1924,Paris,Art Competitions,Art Competitions Mixed Sculpturing,No medal
Paul Richer,M,France,FRA,1924,Paris,Art Competitions,Art Competitions Mixed Sculpturing,No medal
Hubert Ritter,M,Germany,GER,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",No medal
Hubert Ritter,M,Germany,GER,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",No medal
Hubert Ritter,M,Germany,GER,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",No medal
Hubert Ritter,M,Germany,GER,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",No medal
Hubert Ritter,M,Germany,GER,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",No medal
Hubert Ritter,M,Germany,GER,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",No medal
Antoine Rivoire,M,France,FRA,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Sculpturing, Statues",No medal
Antoine Rivoire,M,France,FRA,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Sculpturing, Statues",No medal
Antoine Rivoire,M,France,FRA,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Sculpturing, Statues",No medal
Muhammad Rizwan,M,Pakistan,PAK,2012,London,Hockey,Hockey Men's Hockey,No medal
Muhammad Rizwan,M,Pakistan,PAK,2012,London,Hockey,Hockey Men's Hockey,No medal
Ernestine Robert-mrignac,F,France,FRA,1924,Paris,Art Competitions,Art Competitions Mixed Sculpturing,No medal
Ernestine Robert-mrignac,F,France,FRA,1924,Paris,Art Competitions,Art Competitions Mixed Sculpturing,No medal
Ernestine Robert-mrignac,F,France,FRA,1924,Paris,Art Competitions,Art Competitions Mixed Sculpturing,No medal
Ernestine Robert-mrignac,F,France,FRA,1924,Paris,Art Competitions,Art Competitions Mixed Sculpturing,No medal
Hilda Roberts,F,Ireland,IRL,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Hilda Roberts,F,Ireland,IRL,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
William Robinson,M,Great Britain,GBR,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
William Robinson,M,Great Britain,GBR,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
William Robinson,M,Great Britain,GBR,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Paul Roger-bloche,M,France,FRA,1924,Paris,Art Competitions,Art Competitions Mixed Sculpturing,No medal
Paul Roger-bloche,M,France,FRA,1924,Paris,Art Competitions,Art Competitions Mixed Sculpturing,No medal
A. Rogers,M,Great Britain,GBR,1948,London,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
A. Rogers,M,Great Britain,GBR,1948,London,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Louis Rossollin,M,Ariette-10,FRA,1900,Paris,Sailing,Sailing Mixed 0.5-1 Ton,No medal
Louis Rossollin,M,Ariette-10,FRA,1900,Paris,Sailing,Sailing Mixed 0.5-1 Ton,No medal
Oswald Roux,M,Austria,AUT,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Oswald Roux,M,Austria,AUT,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Verena (-robinson-),F,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Verena (-robinson-),F,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Verena (-robinson-),F,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Verena (-robinson-),F,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Charles Rumsey,M,United States,USA,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Sculpturing, Statues",No medal
Charles Rumsey,M,United States,USA,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Sculpturing, Statues",No medal
Charles Rumsey,M,United States,USA,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Sculpturing, Statues",No medal
Charles Rumsey,M,United States,USA,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Sculpturing, Statues",No medal
Charles Rumsey,M,United States,USA,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Sculpturing, Statues",No medal
Carl Rungius,M,United States,USA,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Paintings",No medal
Carl Rungius,M,United States,USA,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Paintings",No medal
Jean Saack,M,France,FRA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Architecture, Unknown Event",No medal
Jean Saack,M,France,FRA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Architecture, Unknown Event",No medal
Hussain Said,M,Egypt,EGY,2000,Sydney,Handball,Handball Men's Handball,No medal
Mehmet Sap,M,Turkey,TUR,1932,Los Angeles,Art Competitions,Art Competitions Mixed Unknown Event,No medal
Mehmet Sap,M,Turkey,TUR,1932,Los Angeles,Art Competitions,Art Competitions Mixed Unknown Event,No medal
mile Salkin,M,Belgium,BEL,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
mile Salkin,M,Belgium,BEL,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
mile Salkin,M,Belgium,BEL,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
mile Salkin,M,Belgium,BEL,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
mile Salkin,M,Belgium,BEL,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
mile Salkin,M,Belgium,BEL,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
John Sanderson-wells,M,Great Britain,GBR,1948,London,Art Competitions,"Art Competitions Mixed Painting, Paintings",No medal
John Sanderson-wells,M,Great Britain,GBR,1948,London,Art Competitions,"Art Competitions Mixed Painting, Paintings",No medal
John Sanderson-wells,M,Great Britain,GBR,1948,London,Art Competitions,"Art Competitions Mixed Painting, Paintings",No medal
John Sanderson-wells,M,Great Britain,GBR,1948,London,Art Competitions,"Art Competitions Mixed Painting, Paintings",No medal
Patricia Saubert-wetzel,F,United States,USA,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Patricia Saubert-wetzel,F,United States,USA,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Hendrika Pek,F,Netherlands,NED,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Hendrika Pek,F,Netherlands,NED,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Wolfgang Schaper,M,Germany,GER,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Sculpturing, Statues",No medal
Wolfgang Schaper,M,Germany,GER,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Sculpturing, Statues",No medal
Richard Scheibe,M,Germany,GER,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Sculpturing, Medals And Reliefs",No medal
Richard Scheibe,M,Germany,GER,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Sculpturing, Medals And Reliefs",No medal
Richard Scheibe,M,Germany,GER,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Sculpturing, Medals And Reliefs",No medal
Maurice Schills,M,France,FRA,1908,London,Cycling,Cycling Men's Sprint,No medal
Maurice Schills,M,France,FRA,1908,London,Cycling,Cycling Men's Sprint,No medal
Heinrich Scholz,M,Austria,AUT,1936,Berlin,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
Heinrich Scholz,M,Austria,AUT,1936,Berlin,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
Otto Schnthal,M,Austria,AUT,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",No medal
Otto Schnthal,M,Austria,AUT,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",No medal
Otto Schnthal,M,Austria,AUT,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",No medal
Otto Schnthal,M,Austria,AUT,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",No medal
Otto Schnthal,M,Austria,AUT,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",No medal
Otto Schnthal,M,Austria,AUT,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",No medal
Otto Schnthal,M,Austria,AUT,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",No medal
Otto Schnthal,M,Austria,AUT,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",No medal
Otto Schnthal,M,Austria,AUT,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",No medal
Otto Schnthal,M,Austria,AUT,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",No medal
Anshelm Schultzberg,M,Sweden,SWE,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Anshelm Schultzberg,M,Sweden,SWE,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Paul Schulze,M,Germany,GER,1908,London,Cycling,Cycling Men's Sprint,No medal
Paul Schulze,M,Germany,GER,1908,London,Cycling,Cycling Men's Sprint,No medal
Hans Schwegerle,M,Germany,GER,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Sculpturing, Medals And Reliefs",No medal
Hans Schwegerle,M,Germany,GER,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Sculpturing, Medals And Reliefs",No medal
Julius Schwyzer,M,Switzerland,SUI,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Sculpturing, Statues",No medal
Julius Schwyzer,M,Switzerland,SUI,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Sculpturing, Statues",No medal
Philip Sears,M,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
Philip Sears,M,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
Joseph Seckel,M,Netherlands,NED,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Joseph Seckel,M,Netherlands,NED,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Pierre Seginaud,M,France,FRA,1908,London,Cycling,Cycling Men's Sprint,No medal
Pierre Seginaud,M,France,FRA,1908,London,Cycling,Cycling Men's Sprint,No medal
Edgar Seligman,M,Great Britain,GBR,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Paintings",No medal
Edgar Seligman,M,Great Britain,GBR,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Paintings",No medal
Georges Smichon,M,Giselle-6,FRA,1900,Paris,Sailing,Sailing Mixed 0-0.5 Ton,No medal
Georges Smichon,M,Giselle-6,FRA,1900,Paris,Sailing,Sailing Mixed 0-0.5 Ton,No medal
Filippo Sgarlata,M,Italy,ITA,1948,London,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
Filippo Sgarlata,M,Italy,ITA,1948,London,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
Muhammad Sheikh,M,Pakistan,PAK,1972,Munich,Hockey,Hockey Men's Hockey,Silver
Muhammad Sheikh,M,Pakistan,PAK,1972,Munich,Hockey,Hockey Men's Hockey,Silver
George Sheringham,M,Great Britain,GBR,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
George Sheringham,M,Great Britain,GBR,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
George Sheringham,M,Great Britain,GBR,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Frank Shore,M,South Africa,RSA,1908,London,Cycling,Cycling Men's Sprint,No medal
Frank Shore,M,South Africa,RSA,1908,London,Cycling,Cycling Men's Sprint,No medal
Harold Shurtleff,M,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Harold Shurtleff,M,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Harold Shurtleff,M,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Hugo Siegmller,M,Czechoslovakia,TCH,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Hugo Siegmller,M,Czechoslovakia,TCH,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Hugo Siegmller,M,Czechoslovakia,TCH,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Hugo Siegmller,M,Czechoslovakia,TCH,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Suzanne (-stevenson),F,Belgium,BEL,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
Suzanne (-stevenson),F,Belgium,BEL,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
Suzanne (-stevenson),F,Belgium,BEL,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
Suzanne (-stevenson),F,Belgium,BEL,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
Suzanne (-stevenson),F,Belgium,BEL,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
Suzanne (-stevenson),F,Belgium,BEL,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
Suzanne (-stevenson),F,Belgium,BEL,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
Charles Simpson,M,Great Britain,GBR,1924,Paris,Art Competitions,Art Competitions Mixed Painting,No medal
Charles Simpson,M,Great Britain,GBR,1924,Paris,Art Competitions,Art Competitions Mixed Painting,No medal
Charles Simpson,M,Great Britain,GBR,1924,Paris,Art Competitions,Art Competitions Mixed Painting,No medal
Charles Simpson,M,Great Britain,GBR,1924,Paris,Art Competitions,Art Competitions Mixed Painting,No medal
Charles Simpson,M,Great Britain,GBR,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Drawings And Water Colors",No medal
Charles Simpson,M,Great Britain,GBR,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Drawings And Water Colors",No medal
Charles Simpson,M,Great Britain,GBR,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Drawings And Water Colors",No medal
Charles Simpson,M,Great Britain,GBR,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Charles Simpson,M,Great Britain,GBR,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Charles Simpson,M,Great Britain,GBR,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Balbir Singh,M,India,IND,1968,Mexico City,Hockey,Hockey Men's Hockey,Bronze
Balbir Singh,M,India,IND,1968,Mexico City,Hockey,Hockey Men's Hockey,Bronze
Balbir Singh,M,India,IND,1968,Mexico City,Hockey,Hockey Men's Hockey,Bronze
Johan Sjberg,M,Sweden,SWE,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Johan Sjberg,M,Sweden,SWE,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
John Skeaping,M,Great Britain,GBR,1948,London,Art Competitions,"Art Competitions Mixed Painting, Paintings",No medal
John Skeaping,M,Great Britain,GBR,1948,London,Art Competitions,"Art Competitions Mixed Painting, Paintings",No medal
John Skeaping,M,Great Britain,GBR,1948,London,Art Competitions,"Art Competitions Mixed Painting, Paintings",No medal
Wadysaw Skoczylas,M,Poland,POL,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Drawings And Water Colors",No medal
Wadysaw Skoczylas,M,Poland,POL,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Drawings And Water Colors",No medal
Wadysaw Skoczylas,M,Poland,POL,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Graphic Arts",No medal
Wadysaw Skoczylas,M,Poland,POL,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Graphic Arts",No medal
Wadysaw Skoczylas,M,Poland,POL,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Graphic Arts",No medal
